message_id,text,label,category
msg_37,"Dear customer, your SBI account 3839 will be blocked today due to pending KYC. Please update PAN immediately: http://rai-update.com/kyc",1,scam
msg_330,Mom said dinner is ready. Come to the dining table.,0,safe
msg_94,TRAI Alert: Your mobile number 7412071607 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_28,URGENT: Your FedEx package FDX6792 is on hold due to unpaid customs fee of ₹1137. Pay here to release: http://rege-update.com/kyc,1,scam
msg_113,"Dear customer, your SBI account 5472 will be blocked today due to pending KYC. Please update PAN immediately: http://venkataraman-nanda-update.com/kyc",1,scam
msg_270,"Hey Gabriel, are we still meeting for chai at 12 PM?",0,safe
msg_312,The flight 6E-460 is delayed by 30 mins due to weather.,0,safe
msg_148,URGENT: Your FedEx package FDX8778 is on hold due to unpaid customs fee of ₹129. Pay here to release: http://acharya-update.com/kyc,1,scam
msg_320,Happy Birthday Ikbal! Wishing you a great year ahead.,0,safe
msg_78,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at +910268996829 to cancel.,1,scam
msg_297,Your Amazon package AMZ9382 is out for delivery today.,0,safe
msg_216,Please send the Q3 report by EOD. Thanks.,0,safe
msg_95,"Dear customer, your SBI account 9182 will be blocked today due to pending KYC. Please update PAN immediately: http://narayanan-update.com/kyc",1,scam
msg_161,Income Tax Dept: Your refund of ₹353949 has been approved. Claim your refund instantly here: http://khatri-update.com/kyc,1,scam
msg_231,Meeting is scheduled for tomorrow at 10 AM in the main conference room.,0,safe
msg_164,HR Team: Your resume has been selected for remote data entry job. Rs 2000/day. Message on Whatsapp: http://badal-anne-update.com/kyc,1,scam
msg_195,Your Amazon package AMZ9495 is out for delivery today.,0,safe
msg_277,Mom said dinner is ready. Come to the dining table.,0,safe
msg_184,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_321,Remember to pick up groceries on your way back home.,0,safe
msg_189,Mom said dinner is ready. Come to the dining table.,0,safe
msg_190,"Hey Advik, are we still meeting for chai at 2 PM?",0,safe
msg_40,"Dear customer, your SBI account 7005 will be blocked today due to pending KYC. Please update PAN immediately: http://sura-update.com/kyc",1,scam
msg_192,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_303,The flight 6E-535 is delayed by 30 mins due to weather.,0,safe
msg_245,Your Amazon package AMZ9234 is out for delivery today.,0,safe
msg_3,HR Team: Your resume has been selected for remote data entry job. Rs 2000/day. Message on Whatsapp: http://sampath-update.com/kyc,1,scam
msg_168,Emergency: Hi I am in hospital right now with an accident. Please pay ₹1896 immediately via Google Pay to bedinachiket@ybl.,1,scam
msg_191,Meeting is scheduled for tomorrow at 10 AM in the main conference room.,0,safe
msg_31,Your Electricity power will be disconnected at 9:30 PM tonight from the main office. Pay your previous month bill: http://kale-update.com/kyc,1,scam
msg_185,Meeting is scheduled for tomorrow at 10 AM in the main conference room.,0,safe
msg_61,Emergency: Hi I am in hospital right now with an accident. Please pay ₹543 immediately via Google Pay to ymody@ybl.,1,scam
msg_93,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at +914256567031 to cancel.,1,scam
msg_57,HR Team: Your resume has been selected for remote data entry job. Rs 2000/day. Message on Whatsapp: http://mukhopadhyay-update.com/kyc,1,scam
msg_152,Emergency: Hi I am in hospital right now with an accident. Please pay ₹3856 immediately via Google Pay to nagarajanagastya@ybl.,1,scam
msg_296,Remember to pick up groceries on your way back home.,0,safe
msg_18,HR Team: Your resume has been selected for remote data entry job. Rs 2000/day. Message on Whatsapp: http://rai-keer-update.com/kyc,1,scam
msg_346,Remember to pick up groceries on your way back home.,0,safe
msg_171,Income Tax Dept: Your refund of ₹33437 has been approved. Claim your refund instantly here: http://choudhury-update.com/kyc,1,scam
msg_309,"Hey Kevin, are we still meeting for chai at 12 PM?",0,safe
msg_160,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://vyas-update.com/kyc to verify your identity.,1,scam
msg_173,URGENT: Your FedEx package FDX2364 is on hold due to unpaid customs fee of ₹4377. Pay here to release: http://gola-update.com/kyc,1,scam
msg_228,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_137,Your Electricity power will be disconnected at 9:30 PM tonight from the main office. Pay your previous month bill: http://madan-update.com/kyc,1,scam
msg_202,Your Amazon package AMZ8657 is out for delivery today.,0,safe
msg_163,TRAI Alert: Your mobile number +916317017922 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_206,Please send the Q3 report by EOD. Thanks.,0,safe
msg_73,Your Electricity power will be disconnected at 9:30 PM tonight from the main office. Pay your previous month bill: http://sha-kapoor-update.com/kyc,1,scam
msg_263,Remember to pick up groceries on your way back home.,0,safe
msg_71,Congratulations! You have won ₹242115 in the Jio lucky draw. Send ₹759 registration fee to UPI: ysharaf@ybl to claim.,1,scam
msg_304,Happy Birthday Praneel! Wishing you a great year ahead.,0,safe
msg_104,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at 03662119231 to cancel.,1,scam
msg_79,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://viswanathan-update.com/kyc to verify your identity.,1,scam
msg_267,Meeting is scheduled for tomorrow at 10 AM in the main conference room.,0,safe
msg_255,The flight 6E-659 is delayed by 30 mins due to weather.,0,safe
msg_211,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_175,Meeting is scheduled for tomorrow at 10 AM in the main conference room.,0,safe
msg_179,Remember to pick up groceries on your way back home.,0,safe
msg_27,Congratulations! You have won ₹273707 in the Jio lucky draw. Send ₹598 registration fee to UPI: pshukla@ybl to claim.,1,scam
msg_269,The flight 6E-741 is delayed by 30 mins due to weather.,0,safe
msg_156,Emergency: Hi I am in hospital right now with an accident. Please pay ₹2738 immediately via Google Pay to agateaadhya@ybl.,1,scam
msg_101,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at +916363610892 to cancel.,1,scam
msg_347,Your Amazon package AMZ6926 is out for delivery today.,0,safe
msg_220,Happy Birthday Eesha! Wishing you a great year ahead.,0,safe
msg_16,TRAI Alert: Your mobile number +911080620811 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_248,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_209,Your Amazon package AMZ5781 is out for delivery today.,0,safe
msg_4,Income Tax Dept: Your refund of ₹226628 has been approved. Claim your refund instantly here: http://barad-update.com/kyc,1,scam
msg_65,"Dear customer, your SBI account 6356 will be blocked today due to pending KYC. Please update PAN immediately: http://mangal-kibe-update.com/kyc",1,scam
msg_317,Happy Birthday Ekta! Wishing you a great year ahead.,0,safe
msg_68,HR Team: Your resume has been selected for remote data entry job. Rs 2000/day. Message on Whatsapp: http://nanda-update.com/kyc,1,scam
msg_66,Your Electricity power will be disconnected at 9:30 PM tonight from the main office. Pay your previous month bill: http://wason-update.com/kyc,1,scam
msg_34,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at 0958546528 to cancel.,1,scam
msg_336,Remember to pick up groceries on your way back home.,0,safe
msg_293,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_224,Your Amazon package AMZ6473 is out for delivery today.,0,safe
msg_242,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_10,Income Tax Dept: Your refund of ₹169947 has been approved. Claim your refund instantly here: http://nagar-update.com/kyc,1,scam
msg_280,Your Amazon package AMZ3197 is out for delivery today.,0,safe
msg_311,The flight 6E-256 is delayed by 30 mins due to weather.,0,safe
msg_200,"Hey Noah, are we still meeting for chai at 5 PM?",0,safe
msg_341,Please send the Q3 report by EOD. Thanks.,0,safe
msg_32,Emergency: Hi I am in hospital right now with an accident. Please pay ₹3458 immediately via Google Pay to unaidu@ybl.,1,scam
msg_56,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://chopra-wason-update.com/kyc to verify your identity.,1,scam
msg_198,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_53,Emergency: Hi I am in hospital right now with an accident. Please pay ₹524 immediately via Google Pay to omekapad@ybl.,1,scam
msg_17,Congratulations! You have won ₹37569 in the Jio lucky draw. Send ₹506 registration fee to UPI: tsampath@ybl to claim.,1,scam
msg_301,Happy Birthday Chanakya! Wishing you a great year ahead.,0,safe
msg_72,Congratulations! You have won ₹62116 in the Jio lucky draw. Send ₹1293 registration fee to UPI: guptaekaraj@ybl to claim.,1,scam
msg_140,TRAI Alert: Your mobile number 0897485329 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_42,URGENT: Your FedEx package FDX2757 is on hold due to unpaid customs fee of ₹4809. Pay here to release: http://varghese-srinivasan-update.com/kyc,1,scam
msg_249,Remember to pick up groceries on your way back home.,0,safe
msg_203,The flight 6E-416 is delayed by 30 mins due to weather.,0,safe
msg_123,URGENT: Your FedEx package FDX5460 is on hold due to unpaid customs fee of ₹2545. Pay here to release: http://mannan-update.com/kyc,1,scam
msg_227,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_99,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://yohannan-update.com/kyc to verify your identity.,1,scam
msg_172,Congratulations! You have won ₹227196 in the Jio lucky draw. Send ₹763 registration fee to UPI: alka69@ybl to claim.,1,scam
msg_183,"Hey Bishakha, are we still meeting for chai at 7 PM?",0,safe
msg_29,"Dear customer, your SBI account 3115 will be blocked today due to pending KYC. Please update PAN immediately: http://sha-update.com/kyc",1,scam
msg_155,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at 07428520446 to cancel.,1,scam
msg_75,TRAI Alert: Your mobile number +910422357882 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_153,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://palla-update.com/kyc to verify your identity.,1,scam
msg_39,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at 03668982782 to cancel.,1,scam
msg_262,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_275,The flight 6E-440 is delayed by 30 mins due to weather.,0,safe
msg_199,Remember to pick up groceries on your way back home.,0,safe
msg_217,Remember to pick up groceries on your way back home.,0,safe
msg_106,Congratulations! You have won ₹381382 in the Jio lucky draw. Send ₹1289 registration fee to UPI: johalishita@ybl to claim.,1,scam
msg_130,Your Electricity power will be disconnected at 9:30 PM tonight from the main office. Pay your previous month bill: http://dalal-dora-update.com/kyc,1,scam
msg_92,URGENT: Your FedEx package FDX2527 is on hold due to unpaid customs fee of ₹4838. Pay here to release: http://roy-update.com/kyc,1,scam
msg_114,"Dear customer, your SBI account 6958 will be blocked today due to pending KYC. Please update PAN immediately: http://balasubramanian-update.com/kyc",1,scam
msg_328,Meeting is scheduled for tomorrow at 10 AM in the main conference room.,0,safe
msg_284,Please send the Q3 report by EOD. Thanks.,0,safe
msg_289,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_121,TRAI Alert: Your mobile number 04969184776 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_166,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at 7809991943 to cancel.,1,scam
msg_253,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_326,Please send the Q3 report by EOD. Thanks.,0,safe
msg_9,Congratulations! You have won ₹254187 in the Jio lucky draw. Send ₹278 registration fee to UPI: wyatt52@ybl to claim.,1,scam
msg_80,TRAI Alert: Your mobile number +915188886255 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_116,TRAI Alert: Your mobile number 06826653896 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_81,Income Tax Dept: Your refund of ₹436262 has been approved. Claim your refund instantly here: http://sinha-update.com/kyc,1,scam
msg_268,The flight 6E-164 is delayed by 30 mins due to weather.,0,safe
msg_260,Your Amazon package AMZ5583 is out for delivery today.,0,safe
msg_186,Remember to pick up groceries on your way back home.,0,safe
msg_335,Please send the Q3 report by EOD. Thanks.,0,safe
msg_241,Happy Birthday Praneel! Wishing you a great year ahead.,0,safe
msg_154,"Dear customer, your SBI account 7621 will be blocked today due to pending KYC. Please update PAN immediately: http://shetty-update.com/kyc",1,scam
msg_128,Your Electricity power will be disconnected at 9:30 PM tonight from the main office. Pay your previous month bill: http://balakrishnan-ganguly-update.com/kyc,1,scam
msg_250,Meeting is scheduled for tomorrow at 10 AM in the main conference room.,0,safe
msg_240,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_146,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at 9159877061 to cancel.,1,scam
msg_2,"Dear customer, your SBI account 4104 will be blocked today due to pending KYC. Please update PAN immediately: http://chauhan-update.com/kyc",1,scam
msg_13,Emergency: Hi I am in hospital right now with an accident. Please pay ₹4856 immediately via Google Pay to ekajapandya@ybl.,1,scam
msg_6,"Dear customer, your SBI account 8046 will be blocked today due to pending KYC. Please update PAN immediately: http://konda-update.com/kyc",1,scam
msg_70,"Dear customer, your SBI account 0403 will be blocked today due to pending KYC. Please update PAN immediately: http://choudhury-yohannan-update.com/kyc",1,scam
msg_109,Emergency: Hi I am in hospital right now with an accident. Please pay ₹1590 immediately via Google Pay to riyachowdhury@ybl.,1,scam
msg_76,URGENT: Your FedEx package FDX4925 is on hold due to unpaid customs fee of ₹2408. Pay here to release: http://kadakia-update.com/kyc,1,scam
msg_339,The flight 6E-450 is delayed by 30 mins due to weather.,0,safe
msg_298,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_349,Mom said dinner is ready. Come to the dining table.,0,safe
msg_201,Meeting is scheduled for tomorrow at 10 AM in the main conference room.,0,safe
msg_204,Your Amazon package AMZ6664 is out for delivery today.,0,safe
msg_43,Emergency: Hi I am in hospital right now with an accident. Please pay ₹1233 immediately via Google Pay to ojasgokhale@ybl.,1,scam
msg_197,The flight 6E-637 is delayed by 30 mins due to weather.,0,safe
msg_282,The flight 6E-530 is delayed by 30 mins due to weather.,0,safe
msg_110,TRAI Alert: Your mobile number 4804060994 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_142,Emergency: Hi I am in hospital right now with an accident. Please pay ₹2890 immediately via Google Pay to unnati84@ybl.,1,scam
msg_103,URGENT: Your FedEx package FDX3419 is on hold due to unpaid customs fee of ₹650. Pay here to release: http://kuruvilla-update.com/kyc,1,scam
msg_292,"Hey Janya, are we still meeting for chai at 8 PM?",0,safe
msg_67,Your Electricity power will be disconnected at 9:30 PM tonight from the main office. Pay your previous month bill: http://deep-mandal-update.com/kyc,1,scam
msg_256,Happy Birthday Hemani! Wishing you a great year ahead.,0,safe
msg_35,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://mallick-chaudhuri-update.com/kyc to verify your identity.,1,scam
msg_234,The flight 6E-211 is delayed by 30 mins due to weather.,0,safe
msg_235,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_254,Happy Birthday Balveer! Wishing you a great year ahead.,0,safe
msg_22,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at 09713569799 to cancel.,1,scam
msg_176,Please send the Q3 report by EOD. Thanks.,0,safe
msg_338,Please send the Q3 report by EOD. Thanks.,0,safe
msg_174,Income Tax Dept: Your refund of ₹142890 has been approved. Claim your refund instantly here: http://goel-update.com/kyc,1,scam
msg_233,Happy Birthday Chanchal! Wishing you a great year ahead.,0,safe
msg_5,Your Electricity power will be disconnected at 9:30 PM tonight from the main office. Pay your previous month bill: http://barad-modi-update.com/kyc,1,scam
msg_229,Your Amazon package AMZ9331 is out for delivery today.,0,safe
msg_345,Please send the Q3 report by EOD. Thanks.,0,safe
msg_307,Happy Birthday Meera! Wishing you a great year ahead.,0,safe
msg_193,Meeting is scheduled for tomorrow at 10 AM in the main conference room.,0,safe
msg_82,Your Electricity power will be disconnected at 9:30 PM tonight from the main office. Pay your previous month bill: http://yogi-update.com/kyc,1,scam
msg_332,Happy Birthday Aradhana! Wishing you a great year ahead.,0,safe
msg_188,Please send the Q3 report by EOD. Thanks.,0,safe
msg_344,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_162,Income Tax Dept: Your refund of ₹490997 has been approved. Claim your refund instantly here: http://shere-update.com/kyc,1,scam
msg_129,URGENT: Your FedEx package FDX8209 is on hold due to unpaid customs fee of ₹117. Pay here to release: http://mandal-update.com/kyc,1,scam
msg_243,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_64,Emergency: Hi I am in hospital right now with an accident. Please pay ₹1039 immediately via Google Pay to warda29@ybl.,1,scam
msg_119,URGENT: Your FedEx package FDX2263 is on hold due to unpaid customs fee of ₹3894. Pay here to release: http://subramanian-update.com/kyc,1,scam
msg_170,TRAI Alert: Your mobile number 9517728400 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_334,The flight 6E-962 is delayed by 30 mins due to weather.,0,safe
msg_136,Congratulations! You have won ₹467329 in the Jio lucky draw. Send ₹433 registration fee to UPI: vermanaksh@ybl to claim.,1,scam
msg_122,URGENT: Your FedEx package FDX2096 is on hold due to unpaid customs fee of ₹4229. Pay here to release: http://narayan-update.com/kyc,1,scam
msg_85,Income Tax Dept: Your refund of ₹444147 has been approved. Claim your refund instantly here: http://gill-update.com/kyc,1,scam
msg_322,Remember to pick up groceries on your way back home.,0,safe
msg_266,Happy Birthday Kritika! Wishing you a great year ahead.,0,safe
msg_41,TRAI Alert: Your mobile number 04668654345 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_89,Income Tax Dept: Your refund of ₹373070 has been approved. Claim your refund instantly here: http://samra-morar-update.com/kyc,1,scam
msg_207,Happy Birthday Ansh! Wishing you a great year ahead.,0,safe
msg_337,Your Amazon package AMZ7863 is out for delivery today.,0,safe
msg_48,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at 08228184706 to cancel.,1,scam
msg_324,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_331,Happy Birthday Manbir! Wishing you a great year ahead.,0,safe
msg_244,Remember to pick up groceries on your way back home.,0,safe
msg_208,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_252,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_258,The flight 6E-937 is delayed by 30 mins due to weather.,0,safe
msg_343,"Hey Reva, are we still meeting for chai at 10 PM?",0,safe
msg_342,"Hey Yasti, are we still meeting for chai at 7 PM?",0,safe
msg_8,Income Tax Dept: Your refund of ₹412865 has been approved. Claim your refund instantly here: http://mangal-pillai-update.com/kyc,1,scam
msg_91,Income Tax Dept: Your refund of ₹296450 has been approved. Claim your refund instantly here: http://nagi-dixit-update.com/kyc,1,scam
msg_177,Mom said dinner is ready. Come to the dining table.,0,safe
msg_144,TRAI Alert: Your mobile number 07514501478 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_214,The flight 6E-490 is delayed by 30 mins due to weather.,0,safe
msg_46,Congratulations! You have won ₹395864 in the Jio lucky draw. Send ₹139 registration fee to UPI: arin73@ybl to claim.,1,scam
msg_285,Remember to pick up groceries on your way back home.,0,safe
msg_274,The flight 6E-956 is delayed by 30 mins due to weather.,0,safe
msg_127,Emergency: Hi I am in hospital right now with an accident. Please pay ₹983 immediately via Google Pay to farhan93@ybl.,1,scam
msg_310,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_23,URGENT: Your FedEx package FDX4091 is on hold due to unpaid customs fee of ₹2504. Pay here to release: http://oak-tak-update.com/kyc,1,scam
msg_111,Your Electricity power will be disconnected at 9:30 PM tonight from the main office. Pay your previous month bill: http://acharya-gopal-update.com/kyc,1,scam
msg_38,Your Electricity power will be disconnected at 9:30 PM tonight from the main office. Pay your previous month bill: http://jayaraman-update.com/kyc,1,scam
msg_286,Happy Birthday Januja! Wishing you a great year ahead.,0,safe
msg_213,Happy Birthday Jeet! Wishing you a great year ahead.,0,safe
msg_288,Please send the Q3 report by EOD. Thanks.,0,safe
msg_69,HR Team: Your resume has been selected for remote data entry job. Rs 2000/day. Message on Whatsapp: http://choudhury-trivedi-update.com/kyc,1,scam
msg_124,TRAI Alert: Your mobile number 05515052005 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_283,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_117,TRAI Alert: Your mobile number 5594355770 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_308,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_302,The flight 6E-895 is delayed by 30 mins due to weather.,0,safe
msg_329,Mom said dinner is ready. Come to the dining table.,0,safe
msg_222,Your Amazon package AMZ3014 is out for delivery today.,0,safe
msg_143,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://bath-update.com/kyc to verify your identity.,1,scam
msg_147,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at 1028255686 to cancel.,1,scam
msg_145,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://dara-patla-update.com/kyc to verify your identity.,1,scam
msg_187,Happy Birthday Omisha! Wishing you a great year ahead.,0,safe
msg_279,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_36,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://shah-mand-update.com/kyc to verify your identity.,1,scam
msg_348,Meeting is scheduled for tomorrow at 10 AM in the main conference room.,0,safe
msg_223,Your Amazon package AMZ6529 is out for delivery today.,0,safe
msg_45,URGENT: Your FedEx package FDX9042 is on hold due to unpaid customs fee of ₹2463. Pay here to release: http://chadha-update.com/kyc,1,scam
msg_272,Your Amazon package AMZ5209 is out for delivery today.,0,safe
msg_325,Mom said dinner is ready. Come to the dining table.,0,safe
msg_1,Income Tax Dept: Your refund of ₹233312 has been approved. Claim your refund instantly here: http://balakrishnan-update.com/kyc,1,scam
msg_134,Congratulations! You have won ₹54674 in the Jio lucky draw. Send ₹1115 registration fee to UPI: dubezayyan@ybl to claim.,1,scam
msg_261,The flight 6E-511 is delayed by 30 mins due to weather.,0,safe
msg_219,Meeting is scheduled for tomorrow at 10 AM in the main conference room.,0,safe
msg_180,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_98,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://mani-update.com/kyc to verify your identity.,1,scam
msg_157,Emergency: Hi I am in hospital right now with an accident. Please pay ₹4877 immediately via Google Pay to forum31@ybl.,1,scam
msg_294,"Hey Garima, are we still meeting for chai at 9 PM?",0,safe
msg_278,"Hey Leela, are we still meeting for chai at 3 PM?",0,safe
msg_313,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_327,Please send the Q3 report by EOD. Thanks.,0,safe
msg_251,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_181,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_60,"Dear customer, your SBI account 1652 will be blocked today due to pending KYC. Please update PAN immediately: http://patil-update.com/kyc",1,scam
msg_246,The flight 6E-361 is delayed by 30 mins due to weather.,0,safe
msg_86,URGENT: Your FedEx package FDX9574 is on hold due to unpaid customs fee of ₹529. Pay here to release: http://prabhakar-update.com/kyc,1,scam
msg_7,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at 3543490545 to cancel.,1,scam
msg_21,Congratulations! You have won ₹55838 in the Jio lucky draw. Send ₹631 registration fee to UPI: pallavi12@ybl to claim.,1,scam
msg_139,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at 00578389099 to cancel.,1,scam
msg_74,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at 1197021917 to cancel.,1,scam
msg_226,The flight 6E-960 is delayed by 30 mins due to weather.,0,safe
msg_158,URGENT: Your FedEx package FDX1150 is on hold due to unpaid customs fee of ₹4472. Pay here to release: http://bhasin-ratta-update.com/kyc,1,scam
msg_218,Mom said dinner is ready. Come to the dining table.,0,safe
msg_47,Congratulations! You have won ₹471584 in the Jio lucky draw. Send ₹508 registration fee to UPI: pranit94@ybl to claim.,1,scam
msg_118,URGENT: Your FedEx package FDX5394 is on hold due to unpaid customs fee of ₹1888. Pay here to release: http://soni-update.com/kyc,1,scam
msg_11,Your Electricity power will be disconnected at 9:30 PM tonight from the main office. Pay your previous month bill: http://lanka-update.com/kyc,1,scam
